Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Вітер,Орися,,Жінка,1952-08-01,Астроном,село Іршава,"набережна Більшовицький, буд. 944, Липовець, 73537",+380 91 372-21-35,edakhno@example.org
Негода,Ганна,,Жінка,1951-04-29,Провізор,селище Самбір,"провулок Гаріна, буд. 9, Первомайський , 41668",096 173 49 20,oles90@example.com
Гайдай,Ганна,,Жінка,1993-09-28,Бухгалтер,селище Носівка,"вулиця Гладкова, буд. 0, Прилуки, 32070",+380 46 097-97-10,nataliiazaichenko@example.net
Верес,Любов,,Жінка,2003-05-18,Музичний редактор,місто Синельникове,"сквер Професора Коровицького, буд. 4 кв. 98, Миронівка, 61479",055 847 96 94,jvlasiuk@example.org
Безбородьки,Марина,,Жінка,1968-09-30,Стоматолог,хутір Великі Мости,"узвіз Троїцького Миколи, буд. 07, Буськ, 69622",090 08 34,tsisykpriska@example.com
Полтавець,Анжела,,Жінка,1996-04-26,Золотар,селище Свалява,"провулок Косовський, буд. 44, Звенигородка, 05455",676 71 42,xnestaiko@example.net
Назаренко,Єва,,Жінка,1972-04-29,Стропальник,селище Болград,"набережна Шилова, буд. 378 кв. 172, Заставна, 68942",+380 (93) 897-79-86,artemskyrda@example.net
Іщак,Надія,,Жінка,2002-12-07,Кур'єр,село Стебник,"сквер Бреуса, буд. 7, Червоноград, 61748",+380 70 909-22-80,hlibatamanchuk@example.com
Чалий,Василина,,Жінка,1975-01-01,Швачка,хутір Щолкіне,"сквер Деревообробний 1-й, буд. 8 кв. 362, Ізмаїл, 71054",+380 22 215-12-13,jdashkevych@example.com
Перебийніс,Варвара,,Жінка,1968-03-08,Петрограф,хутір Чернігів,"парк 12-та Суворовська, буд. 0, Славута, 47635",+380 (32) 082-17-37,klymentsuprunenko@example.org
Чалий,Світлана,,Жінка,1965-03-23,Промисловець,село Броди,"проспект Строганов міст, буд. 33, Козятин, 70459",954-05-00,zinkevychihor@example.com
Жадан,Тереза,,Жінка,1991-11-21,Мовознавець,місто Кам'янка-Дніпровська,"площа Заньковецької, буд. 22 кв. 6, Буськ, 05743",+380 (25) 763-47-90,dankivmilena@example.com
Шаповал,Емілія,,Жінка,1992-03-07,Історик,село Буча,"набережна Цементний, буд. 750, Ковель, 52445",016 553 83 66,xsych@example.net
Ващенко-Захарченко,Марʼяна,,Жінка,2002-12-22,Журналіст,місто Інкерман,"вулиця Дунайська, буд. 351 кв. 03, Березівка, 80922",+380 12 185-29-57,jandrusenko@example.net
Чайка,Лариса,,Жінка,1994-07-01,Кур'єр,селище Буча,"вулиця Академіка Панкратової, буд. 25, Калинівка , 20974",180-85-67,dannavatamaniuk@example.com
Парасюк,Марта,,Жінка,1981-03-15,Біолог,село Верхньодніпровськ,"провулок Чапаєва, буд. 79, Кремінна, 23758",+380 39 337-29-29,kamillateslenko@example.com
Матяш,Соломія,,Жінка,1972-01-28,Мірошник,село Чернівці,"шосе Китобійний 1-й, буд. 457, Мена , 03943",+380 (67) 770-82-38,maryna54@example.com
Парасюк,Орися,,Жінка,1970-03-21,Біолог,село Генічеськ,"площа Юрія Яновського, буд. 6, Тальне, 56240",052 678-85-17,danylenkoanita@example.com
Дашкевич,Любов,,Жінка,1976-08-16,Стиліст,хутір Любомль,"набережна Український 3-й, буд. 101, Миколаїв, 91197",067 692-48-60,danna37@example.org
Сіробаба,Анастасія,,Жінка,1978-11-28,Прокурор,місто Болехів,"проспект Олександра Невського 4-й, буд. 76, Чернігів, 70054",+380 56 897 12 71,pylypiurchyshyn@example.org
Швачка,Володимира,,Жінка,1980-09-24,Електрик,місто Конотоп,"провулок Михайла Грушевського, буд. 879, Кілія, 83459",+380 21 354-54-10,havryletsmilena@example.net
Стець,Ярослава,,Жінка,1985-04-05,Фольклорист,хутір Дніпрорудне,"узвіз 19-та Лінія, буд. 72 кв. 617, Снігурівка, 41578",+380 (71) 336-52-98,volodymyradrozd@example.org
Гриценко,Христина,,Жінка,1986-05-31,Живописець,село Керч,"проспект Скляний 2-й, буд. 59 кв. 8, Буча, 56653",+380 52 646-24-80,jovsiienko@example.net
Заруба,Вікторія,,Жінка,1948-11-08,Круп'є,селище Ананьїв,"набережна Дунаєвського 1-й, буд. 34, Новояворівськ, 72401",+380 (92) 869-53-34,avasylashko@example.org
Лавренко,Святослава,,Жінка,1992-01-29,Хімік,селище Гадяч,"вулиця Тимірязєва 4-й, буд. 38, Хирів, 58624",514-57-46,sahalmarko@example.net
Деревʼянко,Віолетта,,Жінка,1948-09-12,Громадський діяч,місто Красногорівка,"шосе Трудова, буд. 25 кв. 34, Армянськ, 23861",111-12-41,iosyplemeshko@example.org
Філіпенко,Пріска,,Жінка,1988-04-19,Кінорежисер,хутір Іршава,"проспект 2-й Академічний тупик, буд. 40 кв. 757, Берислав, 56617",525 11 15,pkorsun@example.net
Яремчук,Ірина,,Жінка,1963-06-18,Каскадер,місто П'ятихатки,"узвіз Мала Садова, буд. 3, Новомосковськ, 32136",+380 (73) 718-35-65,vadymasaula@example.net
Фастенко,Мілена,,Жінка,1959-10-26,Драматург,село Судова Вишня,"шосе Ювілейний 1-й, буд. 61, Могилів-Подільський, 17560",+380 77 342 41 51,snizhana18@example.com
Овсієнко,Дарина,,Жінка,1981-08-17,Географ,місто Берислав,"площа Лютневий 1-й, буд. 383 кв. 3, Хрустальний, 76644",+380 75 394 93 21,violettaokhrymovych@example.net
Павленко,Альбіна,,Жінка,1999-10-24,Фермер,місто Хоростків,"шосе Сортувальна 1-ша, буд. 16 кв. 90, Кривий Ріг, 78547",096 162-84-90,kadeniukmaksym@example.net
Деревʼянко,Роксолана,,Жінка,1994-05-30,Стоматолог,хутір Одеса,"площа Лінія 44-та, буд. 97, Суходільськ, 02937",029 246 96 49,zatulamyroslav@example.com
Вернигора,Віолетта,,Жінка,1972-11-01,Музикант,село Тетіїв,"шосе Демократична, буд. 90 кв. 64, Камінь-Каширський, 52097",648 87 87,waronets@example.org
Цибуленко,Лариса,,Жінка,1966-12-12,Музикознавець,хутір Узин,"сквер Вапняний 2-й, буд. 85 кв. 5, Краматорськ, 30694",+380 06 551-28-53,fbarannyk@example.com
Терещук,Роксолана,,Жінка,2004-03-01,Композитор,селище Лозова ,"площа Сєченова, буд. 545, Липовець, 46944",+380 24 347-50-71,cmalyk@example.net
Козак,Тетяна,,Жінка,1976-03-04,Педагог,хутір Хотин,"вулиця Савранська, буд. 649 кв. 996, Хрестівка, 33364",048-48-30,prymachenkomyroslav@example.net
Демʼянчук,Олена,,Жінка,1984-08-24,Дантист,селище Новомиргород,"парк Новгородський, буд. 82, Новояворівськ, 89372",+380 16 538-56-26,anita59@example.net
Їжакевич,Златослава,,Жінка,1990-05-25,Мінералог,селище Іршава,"вулиця Мала Арнаутська, буд. 739, Гайсин, 02602",+380 (17) 606-44-56,markoieshchenko@example.net
Ткаченко,Марина,,Жінка,2007-05-29,Бібліограф,хутір Новоселиця,"узвіз Грецька, буд. 21 кв. 1, Дубровиця, 21900",+380 22 981 45 18,alaba@example.net
Скирда,Анжела,,Жінка,1969-09-22,Філолог,село Лебедин,"сквер Одеський, буд. 89, Валки , 50552",681 06 62,iaremchukhordii@example.org
Верес,Анастасія,,Жінка,2002-06-27,Ді-джей,місто Лохвиця,"сквер Житомирська, буд. 276 кв. 46, Вознесенськ, 50220",064 084-48-44,marynasheremet@example.org
Овчаренко,Маруся,,Жінка,2000-08-12,Євнух,село Перемишляни,"провулок Чубаївський, буд. 6, Іллінці, 81543",080 225 60 50,zhurbaalla@example.com
Худобʼяк,Надія,,Жінка,1956-10-23,Бібліограф,село Вінниця,"набережна Лобачевського, буд. 577, Моршин, 69692",+380 (79) 700-51-90,zbabiuk@example.com
Венгринович,Вадим,,Чоловік,1997-05-31,Менеджер,хутір Лиман ,"шосе Павла Шклярука, буд. 9 кв. 549, Сокиряни, 55840",091 925 40 25,adzhun@example.net
Устенко,Вадим,,Чоловік,1980-05-14,Клоун,село Судова Вишня,"сквер Баркасний, буд. 8 кв. 225, Богодухів, 26657",+380 27 200-84-45,dubasrostyslav@example.com
Оробець,Федір,,Чоловік,1976-11-24,Соціолог,селище Дубровиця,"парк Перемоги, буд. 76, Шепетівка, 57194",594 87 15,arsenychiustym@example.net
Баран,Юхим,,Чоловік,1949-08-08,Петрограф,село Яремче,"узвіз Поперечний, буд. 19, Дубровиця, 45359",031 959 52 93,gbaranyk@example.com
Батуринець,Владислав,,Чоловік,1982-06-03,Випробувач,село Новий Калинів,"шосе Восьмого Березня Лінія 5-та, буд. 66, Прилуки, 40344",044 232-56-87,ieremenkosviatoslava@example.net
Шухевич,Охрім,,Чоловік,1957-09-21,Шериф,селище Новодністровськ,"шосе Миколи Боровського, буд. 37 кв. 635, Калинівка , 09599",068 613-07-62,satroshchenko@example.net
